accession	family	genus	species	fasta_obtained	json_obtained	eggnog_obtained	fasta_file_name
GCF_001865065.1	f__Microbacteriaceae	g__Curtobacterium	s__Curtobacterium sp001865065	FALSE	FALSE	FALSE	NA
GCF_004361695.1	f__Microbacteriaceae	g__Curtobacterium	s__Curtobacterium flaccumfaciens_B	FALSE	FALSE	FALSE	NA
GCF_002412165.1	f__Microbacteriaceae	g__Curtobacterium	s__Curtobacterium sp002412165	FALSE	FALSE	FALSE	NA
GCF_001475545.1	f__Microbacteriaceae	g__Curtobacterium	s__Curtobacterium luteum_A	FALSE	FALSE	FALSE	NA
GCF_014646995.1	f__Microbacteriaceae	g__Curtobacterium	s__Curtobacterium luteum	FALSE	FALSE	FALSE	NA
GCF_001742745.1	f__Microbacteriaceae	g__Curtobacterium	s__Curtobacterium sp001742745	FALSE	FALSE	FALSE	NA
GCF_003234175.1	f__Microbacteriaceae	g__Curtobacterium	s__Curtobacterium sp003234175	FALSE	FALSE	FALSE	NA
GCF_003234185.1	f__Microbacteriaceae	g__Curtobacterium	s__Curtobacterium sp003234185	FALSE	FALSE	FALSE	NA
GCF_000772085.1	f__Microbacteriaceae	g__Curtobacterium	s__Curtobacterium sp000772085	FALSE	FALSE	FALSE	NA
GCF_003989515.1	f__Microbacteriaceae	g__Curtobacterium	s__Curtobacterium sp003989515	FALSE	FALSE	FALSE	NA
GCF_005490985.1	f__Microbacteriaceae	g__Curtobacterium	s__Curtobacterium oceanosedimentum	FALSE	FALSE	FALSE	NA
GCF_001705035.1	f__Microbacteriaceae	g__Curtobacterium	s__Curtobacterium sp001705035	FALSE	FALSE	FALSE	NA
GCF_006715175.1	f__Microbacteriaceae	g__Curtobacterium	s__Curtobacterium citreum	FALSE	FALSE	FALSE	NA
GCF_001571045.1	f__Microbacteriaceae	g__Curtobacterium	s__Curtobacterium ammoniigenes	FALSE	FALSE	FALSE	NA
GCF_001423905.1	f__Microbacteriaceae	g__Frigoribacterium	s__Frigoribacterium sp001423905	FALSE	FALSE	FALSE	NA
GCF_000878135.1	f__Microbacteriaceae	g__Frigoribacterium	s__Frigoribacterium sp000878135	FALSE	FALSE	FALSE	NA
GCF_003755185.1	f__Microbacteriaceae	g__Frigoribacterium	s__Frigoribacterium sp003755185	FALSE	FALSE	FALSE	NA
GCF_013248995.1	f__Microbacteriaceae	g__Frigoribacterium	s__Frigoribacterium sp013248995	FALSE	FALSE	FALSE	NA
GCF_001424645.1	f__Microbacteriaceae	g__Frigoribacterium	s__Frigoribacterium sp001424645	FALSE	FALSE	FALSE	NA
GCF_001421165.1	f__Microbacteriaceae	g__Frigoribacterium	s__Frigoribacterium sp001421165	FALSE	FALSE	FALSE	NA
GCF_007988805.1	f__Microbacteriaceae	g__Frigoribacterium	s__Frigoribacterium faeni	FALSE	FALSE	FALSE	NA
GCF_001422285.1	f__Microbacteriaceae	g__Frigoribacterium	s__Frigoribacterium sp001422285	FALSE	FALSE	FALSE	NA
GCF_014842255.1	f__Microbacteriaceae	g__Frigoribacterium	s__Frigoribacterium sp014842255	FALSE	FALSE	FALSE	NA
GCF_011761235.1	f__Microbacteriaceae	g__Frigoribacterium	s__Frigoribacterium faeni_A	FALSE	FALSE	FALSE	NA
GCF_017833035.1	f__Microbacteriaceae	g__Frigoribacterium	s__Frigoribacterium sp017833035	FALSE	FALSE	FALSE	NA
GCF_004364285.1	f__Microbacteriaceae	g__Frigoribacterium	s__Frigoribacterium sp004364285	FALSE	FALSE	FALSE	NA
GCF_007954365.1	f__Microbacteriaceae	g__Frigoribacterium	s__Frigoribacterium sp007954365	FALSE	FALSE	FALSE	NA
GCF_003751785.1	f__Microbacteriaceae	g__Frigoribacterium	s__Frigoribacterium sp003751785	FALSE	FALSE	FALSE	NA
GCF_011759585.1	f__Microbacteriaceae	g__Frigoribacterium	s__Frigoribacterium endophyticum	FALSE	FALSE	FALSE	NA
GCF_001577365.1	f__Microbacteriaceae	g__Frondihabitans	s__Frondihabitans sp001577365	FALSE	FALSE	FALSE	NA
GCF_003634555.1	f__Microbacteriaceae	g__Frondihabitans	s__Frondihabitans australicus	FALSE	FALSE	FALSE	NA
GCF_002074055.1	f__Microbacteriaceae	g__Frondihabitans	s__Frondihabitans sp002074055	FALSE	FALSE	FALSE	NA
GCF_001423105.1	f__Microbacteriaceae	g__Frondihabitans	s__Frondihabitans sp001423105	FALSE	FALSE	FALSE	NA
GCF_003752365.1	f__Microbacteriaceae	g__Frondihabitans	s__Frondihabitans sp003752365	FALSE	FALSE	FALSE	NA
GCA_001898855.1	f__Microbacteriaceae	g__73-13	s__73-13 sp001898855	FALSE	FALSE	FALSE	NA
GCA_017744755.1	f__Microbacteriaceae	g__73-13	s__73-13 sp017744755	FALSE	FALSE	FALSE	NA
GCF_016634425.1	f__Microbacteriaceae	g__Lacisediminihabitans	s__Lacisediminihabitans sp016634425	FALSE	FALSE	FALSE	NA
GCF_014217685.1	f__Microbacteriaceae	g__Lacisediminihabitans	s__Lacisediminihabitans sp014217685	FALSE	FALSE	FALSE	NA
GCF_015751965.1	f__Microbacteriaceae	g__Lacisediminihabitans	s__Lacisediminihabitans sp015751965	FALSE	FALSE	FALSE	NA
GCA_003454135.1	f__Microbacteriaceae	g__Lacisediminihabitans	s__Lacisediminihabitans sp003454135	FALSE	FALSE	FALSE	NA
GCF_008040105.1	f__Microbacteriaceae	g__Lacisediminihabitans	s__Lacisediminihabitans profunda	FALSE	FALSE	FALSE	NA
GCA_014377425.1	f__Microbacteriaceae	g__Marisediminicola	s__Marisediminicola sp014377425	FALSE	FALSE	FALSE	NA
GCF_011057645.1	f__Microbacteriaceae	g__Marisediminicola	s__Marisediminicola senii	FALSE	FALSE	FALSE	NA
GCA_014378715.1	f__Microbacteriaceae	g__Marisediminicola	s__Marisediminicola sp014378715	FALSE	FALSE	FALSE	NA
GCF_009930795.1	f__Microbacteriaceae	g__Marisediminicola	s__Marisediminicola antarctica	FALSE	FALSE	FALSE	NA
GCF_006716125.1	f__Microbacteriaceae	g__Homoserinimonas	s__Homoserinimonas aerilata	FALSE	FALSE	FALSE	NA
GCF_003065485.1	f__Microbacteriaceae	g__Homoserinimonas	s__Homoserinimonas hongtaonis	FALSE	FALSE	FALSE	NA
GCA_015234465.1	f__Microbacteriaceae	g__Homoserinimonas	s__Homoserinimonas sp015234465	FALSE	FALSE	FALSE	NA
GCF_008001035.1	f__Microbacteriaceae	g__Homoserinimonas	s__Homoserinimonas sp008001035	FALSE	FALSE	FALSE	NA
GCF_012274275.1	f__Microbacteriaceae	g__Terrimesophilobacter	s__Terrimesophilobacter sp012274275	FALSE	FALSE	FALSE	NA
GCA_017306245.1	f__Microbacteriaceae	g__Terrimesophilobacter	s__Terrimesophilobacter sp017306245	FALSE	FALSE	FALSE	NA
GCF_014200375.1	f__Microbacteriaceae	g__Terrimesophilobacter	s__Terrimesophilobacter mesophilus	FALSE	FALSE	FALSE	NA
GCA_013297645.1	f__Microbacteriaceae	g__JAAFHU01	s__JAAFHU01 sp013297645	FALSE	FALSE	FALSE	NA
GCF_004310685.1	f__Microbacteriaceae	g__Conyzicola	s__Conyzicola arctica	FALSE	FALSE	FALSE	NA
GCF_014204935.1	f__Microbacteriaceae	g__Conyzicola	s__Conyzicola lurida	FALSE	FALSE	FALSE	NA
GCF_014639655.1	f__Microbacteriaceae	g__Conyzicola	s__Conyzicola nivalis	FALSE	FALSE	FALSE	NA
GCF_014645015.1	f__Microbacteriaceae	g__Rhodoglobus	s__Rhodoglobus xinjiangensis	FALSE	FALSE	FALSE	NA
GCF_015752305.1	f__Microbacteriaceae	g__Rhodoglobus	s__Rhodoglobus sp015752305	FALSE	FALSE	FALSE	NA
GCA_001725325.1	f__Microbacteriaceae	g__Rhodoglobus	s__Rhodoglobus sp001725325	FALSE	FALSE	FALSE	NA
GCA_903920435.1	f__Microbacteriaceae	g__Rhodoglobus	s__Rhodoglobus sp903920435	FALSE	FALSE	FALSE	NA
GCF_013410945.1	f__Microbacteriaceae	g__Rhodoglobus	s__Rhodoglobus sp013410945	FALSE	FALSE	FALSE	NA
GCA_004297555.1	f__Microbacteriaceae	g__Rhodoglobus	s__Rhodoglobus sp004297555	FALSE	FALSE	FALSE	NA
GCF_015864665.1	f__Microbacteriaceae	g__Rhodoglobus	s__Rhodoglobus sp015864665	FALSE	FALSE	FALSE	NA
GCF_015864945.1	f__Microbacteriaceae	g__Rhodoglobus	s__Rhodoglobus sp015864945	FALSE	FALSE	FALSE	NA
GCF_015864575.1	f__Microbacteriaceae	g__Rhodoglobus	s__Rhodoglobus sp015864575	FALSE	FALSE	FALSE	NA
GCF_015864955.1	f__Microbacteriaceae	g__Rhodoglobus	s__Rhodoglobus sp015864955	FALSE	FALSE	FALSE	NA
GCF_002797685.1	f__Microbacteriaceae	g__Rhodoglobus	s__Rhodoglobus amurskyensis	FALSE	FALSE	FALSE	NA
GCF_004118935.1	f__Microbacteriaceae	g__Rhodoglobus	s__Rhodoglobus sp004118935	FALSE	FALSE	FALSE	NA
GCA_000153145.1	f__Microbacteriaceae	g__Rhodoglobus	s__Rhodoglobus sp000153145	FALSE	FALSE	FALSE	NA
GCF_006788895.1	f__Microbacteriaceae	g__Rhodoglobus	s__Rhodoglobus vestalii	FALSE	FALSE	FALSE	NA
GCF_000247645.1	f__Microbacteriaceae	g__Rhodoglobus	s__Rhodoglobus sp000247645	FALSE	FALSE	FALSE	NA
GCF_003003265.1	f__Microbacteriaceae	g__Glaciihabitans	s__Glaciihabitans tibetensis	FALSE	FALSE	FALSE	NA
GCF_018449675.1	f__Microbacteriaceae	g__Glaciihabitans	s__Glaciihabitans sp018449675	FALSE	FALSE	FALSE	NA
GCA_017882805.1	f__Microbacteriaceae	g__Galbitalea	s__Galbitalea sp017882805	FALSE	FALSE	FALSE	NA
GCF_010686725.1	f__Microbacteriaceae	g__Galbitalea	s__Galbitalea soli	FALSE	FALSE	FALSE	NA
GCF_009755725.1	f__Microbacteriaceae	g__ZJ450	s__ZJ450 sp009755725	FALSE	FALSE	FALSE	NA
GCF_011751885.2	f__Microbacteriaceae	g__ZJ450	s__ZJ450 sp011751885	FALSE	FALSE	FALSE	NA
GCA_015655445.1	f__Microbacteriaceae	g__Diaminobutyricimonas	s__Diaminobutyricimonas sp015655445	FALSE	FALSE	FALSE	NA
GCF_002797715.1	f__Microbacteriaceae	g__Diaminobutyricimonas	s__Diaminobutyricimonas aerilata	FALSE	FALSE	FALSE	NA
GCA_016212425.1	f__Microbacteriaceae	g__Schumannella	s__Schumannella sp016212425	FALSE	FALSE	FALSE	NA
GCF_006517535.1	f__Microbacteriaceae	g__Schumannella	s__Schumannella sp006517535	FALSE	FALSE	FALSE	NA
GCF_006517435.1	f__Microbacteriaceae	g__Schumannella	s__Schumannella sp006517435	FALSE	FALSE	FALSE	NA
GCF_013408685.1	f__Microbacteriaceae	g__Schumannella	s__Schumannella luteola	FALSE	FALSE	FALSE	NA
GCF_011751865.2	f__Microbacteriaceae	g__Protaetiibacter	s__Protaetiibacter sp011751905	FALSE	FALSE	FALSE	NA
GCF_008017545.1	f__Microbacteriaceae	g__Protaetiibacter	s__Protaetiibacter sp008017545	FALSE	FALSE	FALSE	NA
GCF_003627075.1	f__Microbacteriaceae	g__Protaetiibacter	s__Protaetiibacter intestinalis	FALSE	FALSE	FALSE	NA
GCA_003243275.1	f__Microbacteriaceae	g__Protaetiibacter	s__Protaetiibacter sp003243275	FALSE	FALSE	FALSE	NA
GCA_001898835.1	f__Microbacteriaceae	g__Protaetiibacter	s__Protaetiibacter sp001898835	FALSE	FALSE	FALSE	NA
GCA_003852775.1	f__Microbacteriaceae	g__Protaetiibacter	s__Protaetiibacter sp003852775	FALSE	FALSE	FALSE	NA
GCF_014483895.1	f__Microbacteriaceae	g__Protaetiibacter	s__Protaetiibacter sp014483895	FALSE	FALSE	FALSE	NA
GCF_004216815.1	f__Microbacteriaceae	g__Protaetiibacter	s__Protaetiibacter sp004216815	FALSE	FALSE	FALSE	NA
GCF_008365275.1	f__Microbacteriaceae	g__Protaetiibacter	s__Protaetiibacter larvae	FALSE	FALSE	FALSE	NA
GCA_002325245.1	f__Microbacteriaceae	g__Pseudolysinimonas	s__Pseudolysinimonas sp002325245	FALSE	FALSE	FALSE	NA
GCA_905479755.1	f__Microbacteriaceae	g__Pseudolysinimonas	s__Pseudolysinimonas sp905479755	FALSE	FALSE	FALSE	NA
GCA_017308515.1	f__Microbacteriaceae	g__Pseudolysinimonas	s__Pseudolysinimonas sp017308515	FALSE	FALSE	FALSE	NA
GCF_014653215.1	f__Microbacteriaceae	g__Pseudolysinimonas	s__Pseudolysinimonas yzui	FALSE	FALSE	FALSE	NA
GCA_011620705.1	f__Microbacteriaceae	g__Pseudolysinimonas	s__Pseudolysinimonas sp011620705	FALSE	FALSE	FALSE	NA
GCF_004216575.1	f__Microbacteriaceae	g__Microcella	s__Microcella putealis	FALSE	FALSE	FALSE	NA
GCF_002355395.1	f__Microbacteriaceae	g__Microcella	s__Microcella alkaliphila_A	FALSE	FALSE	FALSE	NA
GCF_004216855.1	f__Microbacteriaceae	g__Microcella	s__Microcella alkaliphila	FALSE	FALSE	FALSE	NA
GCA_012530535.1	f__Microbacteriaceae	g__Yonghaparkia	s__Yonghaparkia sp012530535	FALSE	FALSE	FALSE	NA
GCA_005502445.1	f__Microbacteriaceae	g__Yonghaparkia	s__Yonghaparkia sp005502445	FALSE	FALSE	FALSE	NA
GCF_014595885.1	f__Microbacteriaceae	g__Yonghaparkia	s__Yonghaparkia alkaliphila_A	FALSE	FALSE	FALSE	NA
GCF_001425665.1	f__Microbacteriaceae	g__Yonghaparkia	s__Yonghaparkia sp001425665	FALSE	FALSE	FALSE	NA
GCF_014137945.1	f__Microbacteriaceae	g__Yonghaparkia	s__Yonghaparkia alkaliphila	FALSE	FALSE	FALSE	NA
GCF_002813345.1	f__Microbacteriaceae	g__Marinisubtilis	s__Marinisubtilis sp002813345	FALSE	FALSE	FALSE	NA
GCF_009371975.2	f__Microbacteriaceae	g__Marinisubtilis	s__Marinisubtilis pacificus	FALSE	FALSE	FALSE	NA
GCF_013414345.1	f__Microbacteriaceae	g__Marinisubtilis	s__Marinisubtilis indicus	FALSE	FALSE	FALSE	NA
GCF_014200395.1	f__Microbacteriaceae	g__Chryseoglobus	s__Chryseoglobus frigidaquae	FALSE	FALSE	FALSE	NA
GCA_013297625.1	f__Microbacteriaceae	g__Chryseoglobus	s__Chryseoglobus sp013297625	FALSE	FALSE	FALSE	NA
GCA_013823625.1	f__Microbacteriaceae	g__Chryseoglobus	s__Chryseoglobus sp013823625	FALSE	FALSE	FALSE	NA
GCA_001464255.1	f__Microbacteriaceae	g__Chryseoglobus	s__Chryseoglobus sp001464255	FALSE	FALSE	FALSE	NA
GCA_002280615.1	f__Microbacteriaceae	g__Chryseoglobus	s__Chryseoglobus sp002280615	FALSE	FALSE	FALSE	NA
GCA_002423075.1	f__Microbacteriaceae	g__Chryseoglobus	s__Chryseoglobus sp002423075	FALSE	FALSE	FALSE	NA
GCA_005778835.1	f__Microbacteriaceae	g__Chryseoglobus	s__Chryseoglobus sp005778835	FALSE	FALSE	FALSE	NA
GCA_005777405.1	f__Microbacteriaceae	g__Chryseoglobus	s__Chryseoglobus sp005777405	FALSE	FALSE	FALSE	NA
GCF_003581425.1	f__Microbacteriaceae	g__Amnibacterium	s__Amnibacterium setariae	FALSE	FALSE	FALSE	NA
GCF_004364555.1	f__Microbacteriaceae	g__Amnibacterium	s__Amnibacterium kyonggiense	FALSE	FALSE	FALSE	NA
GCF_017916505.1	f__Microbacteriaceae	g__Naasia	s__Naasia sp017916505	FALSE	FALSE	FALSE	NA
GCF_017916515.1	f__Microbacteriaceae	g__Naasia	s__Naasia sp017916515	FALSE	FALSE	FALSE	NA
GCF_003097495.1	f__Microbacteriaceae	g__Naasia	s__Naasia flavum	FALSE	FALSE	FALSE	NA
GCF_004801885.1	f__Microbacteriaceae	g__Naasia	s__Naasia lichenicola	FALSE	FALSE	FALSE	NA
GCA_003053925.1	f__Microbacteriaceae	g__MWH-TA3	s__MWH-TA3 sp003053925	FALSE	FALSE	FALSE	NA
GCA_016463265.1	f__Microbacteriaceae	g__MWH-TA3	s__MWH-TA3 sp016463265	FALSE	FALSE	FALSE	NA
GCA_009703545.1	f__Microbacteriaceae	g__MWH-TA3	s__MWH-TA3 sp009703545	FALSE	FALSE	FALSE	NA
GCA_903882245.1	f__Microbacteriaceae	g__MWH-TA3	s__MWH-TA3 sp903882245	FALSE	FALSE	FALSE	NA
GCA_009704225.1	f__Microbacteriaceae	g__MWH-TA3	s__MWH-TA3 sp009704225	FALSE	FALSE	FALSE	NA
GCA_009704155.1	f__Microbacteriaceae	g__MWH-TA3	s__MWH-TA3 sp009704155	FALSE	FALSE	FALSE	NA
GCA_903940225.1	f__Microbacteriaceae	g__MWH-TA3	s__MWH-TA3 sp903940225	FALSE	FALSE	FALSE	NA
GCA_000754445.1	f__Microbacteriaceae	g__Pontimonas	s__Pontimonas sp000754445	FALSE	FALSE	FALSE	NA
GCA_009704535.1	f__Microbacteriaceae	g__Pontimonas	s__Pontimonas sp009704535	FALSE	FALSE	FALSE	NA
GCA_018402295.1	f__Microbacteriaceae	g__Pontimonas	s__Pontimonas sp018402295	FALSE	FALSE	FALSE	NA
GCA_018666065.1	f__Microbacteriaceae	g__Pontimonas	s__Pontimonas sp018666065	FALSE	FALSE	FALSE	NA
GCA_017857245.1	f__Microbacteriaceae	g__Pontimonas	s__Pontimonas sp017857245	FALSE	FALSE	FALSE	NA
GCA_001438965.1	f__Microbacteriaceae	g__Pontimonas	s__Pontimonas sp001438965	FALSE	FALSE	FALSE	NA
GCA_017852615.1	f__Microbacteriaceae	g__Pontimonas	s__Pontimonas sp017852615	FALSE	FALSE	FALSE	NA
GCA_007117135.1	f__Microbacteriaceae	g__Pontimonas	s__Pontimonas sp007117135	FALSE	FALSE	FALSE	NA
GCA_002172585.1	f__Microbacteriaceae	g__Pontimonas	s__Pontimonas sp002172585	FALSE	FALSE	FALSE	NA
GCF_002950575.1	f__Microbacteriaceae	g__Pontimonas	s__Pontimonas salivibrio	FALSE	FALSE	FALSE	NA
GCF_000007485.1	f__Microbacteriaceae	g__Tropheryma	s__Tropheryma whipplei	FALSE	FALSE	FALSE	NA
GCF_000426445.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium album	FALSE	FALSE	FALSE	NA
GCA_019117325.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium intestinigallinarum	FALSE	FALSE	FALSE	NA
GCF_000285835.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium senegalense	FALSE	FALSE	FALSE	NA
GCF_016107685.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium yomogidense	FALSE	FALSE	FALSE	NA
GCF_900163715.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium yomogidense_A	FALSE	FALSE	FALSE	NA
GCF_900169175.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium jeotgali	FALSE	FALSE	FALSE	NA
GCF_009857845.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium rongguiense	FALSE	FALSE	FALSE	NA
GCF_001584615.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium ravenspurgense	FALSE	FALSE	FALSE	NA
GCF_001815905.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp001815905	FALSE	FALSE	FALSE	NA
GCF_000178455.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium mcbrellneri	FALSE	FALSE	FALSE	NA
GCF_016907735.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium paucivorans	FALSE	FALSE	FALSE	NA
GCF_013004595.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium luteolum	FALSE	FALSE	FALSE	NA
GCF_013359525.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium luteolum_A	FALSE	FALSE	FALSE	NA
GCF_005280295.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp005280295	FALSE	FALSE	FALSE	NA
GCF_900184225.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium ihuae	FALSE	FALSE	FALSE	NA
GCF_003315415.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium celere_A	FALSE	FALSE	FALSE	NA
GCF_900169275.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium casei	FALSE	FALSE	FALSE	NA
GCF_006489205.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp006489205	FALSE	FALSE	FALSE	NA
GCF_018137945.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp018137945	FALSE	FALSE	FALSE	NA
GCF_011927955.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium marinum	FALSE	FALSE	FALSE	NA
GCF_900105045.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sandarakinum	FALSE	FALSE	FALSE	NA
GCF_900169145.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium antiquum_A	FALSE	FALSE	FALSE	NA
GCF_016107655.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium antiquum	FALSE	FALSE	FALSE	NA
GCF_007558825.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium aurantiacum_A	FALSE	FALSE	FALSE	NA
GCF_016892625.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp016892625	FALSE	FALSE	FALSE	NA
GCF_900169365.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp900169365	FALSE	FALSE	FALSE	NA
GCF_900169065.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium aurantiacum	FALSE	FALSE	FALSE	NA
1Dt1h	f__Brevibacteriaceae	g__Brevibacterium	s__	TRUE	NA	FALSE	flye_asm_1Dt1h_part2.fasta
GCF_011617245.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp011617245	FALSE	FALSE	FALSE	NA
GCF_013623835.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium oceani	FALSE	FALSE	FALSE	NA
GCA_019117545.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium intestinavium	FALSE	FALSE	FALSE	NA
GCF_017808105.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium renqingii	FALSE	FALSE	FALSE	NA
GCF_004745075.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp004745075	FALSE	FALSE	FALSE	NA
GCF_004745485.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp004745485	FALSE	FALSE	FALSE	NA
GCF_001570805.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium epidermidis	FALSE	FALSE	FALSE	NA
GCF_013623905.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sediminis	FALSE	FALSE	FALSE	NA
GCF_013280495.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium permense	FALSE	FALSE	FALSE	NA
GCF_900169265.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium iodinum	FALSE	FALSE	FALSE	NA
GCF_012844365.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp012844365	FALSE	FALSE	FALSE	NA
GCF_900169165.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium linens	FALSE	FALSE	FALSE	NA
GCF_900105315.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium siliguriense	FALSE	FALSE	FALSE	NA
GCF_011617465.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp011617465	FALSE	FALSE	FALSE	NA
GCF_011617705.1	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp011617705	FALSE	FALSE	FALSE	NA
1Dt100h	f__	g__	s__	TRUE	NA	FALSE	flye_asm_1Dt100h_part2.fasta
GCF_900163655.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium nesterenkovii	TRUE	FALSE	FALSE	GCF_900163655.1_ASM90016365v1_genomic.fna
GCF_900258505.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium timonense	TRUE	FALSE	FALSE	GCF_900258505.1_PRJEB23296_genomic.fna
GCF_015209585.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium sp015209585	TRUE	FALSE	FALSE	GCF_015209585.1_ASM1520958v1_genomic.fna
GCF_016907455.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium muris	TRUE	FALSE	FALSE	GCF_016907455.1_ASM1690745v1_genomic.fna
GCF_000225825.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium squillarum	TRUE	FALSE	FALSE	GCF_000225825.1_ASM22582v2_genomic.fna
GCF_005490785.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium sp005490785	TRUE	FALSE	FALSE	GCF_005490785.1_ASM549078v1_genomic.fna
GCA_019118275.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium merdavium	TRUE	FALSE	FALSE	GCA_019118275.1_ASM1911827v1_genomic.fna
GCA_019115335.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium merdigallinarum	TRUE	FALSE	FALSE	GCA_019115335.1_ASM1911533v1_genomic.fna
GCF_002871795.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium sp002871795	TRUE	FALSE	FALSE	GCF_002871795.1_ASM287179v1_genomic.fna
GCF_014204755.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium aquaticum	TRUE	FALSE	FALSE	GCF_014204755.1_ASM1420475v1_genomic.fna
GCF_003711805.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium intestinipullorum	TRUE	FALSE	FALSE	GCF_003711805.1_ASM371180v1_genomic.fna
GCF_003994255.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium paraconglomeratum	FALSE	FALSE	FALSE	NA
GCF_003347015.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium sp003347015	FALSE	FALSE	FALSE	NA
GCF_017876545.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium sacelli	FALSE	FALSE	FALSE	NA
GCF_001969445.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium sp001969445	FALSE	FALSE	FALSE	NA
GCF_017876515.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium fresconis	FALSE	FALSE	FALSE	NA
GCF_014897705.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium sp014897705	FALSE	FALSE	FALSE	NA
GCF_002332425.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium alimentarium	FALSE	FALSE	FALSE	NA
GCF_014897585.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium tyrofermentans	FALSE	FALSE	FALSE	NA
GCF_900184245.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium massiliense	FALSE	FALSE	FALSE	NA
GCA_012799425.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium sp012799425	FALSE	FALSE	FALSE	NA
GCA_014400405.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium sp014400405	FALSE	FALSE	FALSE	NA
GCF_002407065.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium ginsengisoli	FALSE	FALSE	FALSE	NA
GCF_002216795.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium avium	FALSE	FALSE	FALSE	NA
GCF_002407185.1	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium vulturis	FALSE	FALSE	FALSE	NA
